伝票日付,伝票番号,仕訳区分,管理仕訳区分,借方税計算モード,借方部門コード,借方部門名,借方科目コード,借方科目名,借方補助コード,借方補助名,借方税区分コード,借方税区分名,借方金額,借方消費税額,貸方税計算モード,貸方部門コード,貸方部門名,貸方科目コード,貸方科目名,貸方補助コード,貸方補助名,貸方税区分コード,貸方税区分名,貸方金額,貸方消費税額,摘要文,数字１,数字２,入力プログラム区分,配賦元税計算,配賦元集計方法,配賦元集計開始日付,配賦元集計終了日付,配賦元管理仕訳区分,配賦元部門コード,配賦元部門名,配賦元科目コード,配賦元科目名,配賦元補助コード,配賦元補助名,配賦元金額,数字３,数字４,数字５,金額１,金額２,金額３,金額４,金額５,文字列１,文字列２,文字列３,文字列４,文字列５,入力日付時間,借方取引先コード,借方取引先名,借方セグメント１コード,借方セグメント１名,借方セグメント２コード,借方セグメント２名,借方セグメント３コード,借方セグメント３名,貸方取引先コード,貸方取引先名,貸方セグメント１コード,貸方セグメント１名,貸方セグメント２コード,貸方セグメント２名,貸方セグメント３コード,貸方セグメント３名,配賦選択,配賦元取引先コード,配賦元取引先名,配賦元セグメント１コード,配賦元セグメント１名,配賦元セグメント２コード,配賦元セグメント２名,配賦元セグメント３コード,配賦元セグメント３名
20220131,139,21,0,1,000,共通部門,301,支払手形,,,00,対象外,1819272,0,1,000,共通部門,121,当座預金,1,ABC銀行,00,対象外,1819272,0,手形期日落日 東原産業株式会社,,P2190,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,139,21,0,1,000,共通部門,301,支払手形,,,00,対象外,3051222,0,1,000,共通部門,121,当座預金,1,ABC銀行,00,対象外,3051222,0,手形期日落日 光野販売株式会社,,P2193,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,141,21,0,1,040,大阪支店,726,旅費交通費,,,Q5,仕入10%,10500,954,1,000,共通部門,111,現金,,,00,対象外,10500,0,架空鉄道会社A代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,142,21,0,1,000,共通部門,121,当座預金,1,ABC銀行,00,対象外,10808171,0,1,000,共通部門,150,受取手形,,,00,対象外,10808171,0,手形満期 株式会社緑野百貨店 | 手形番号=R20211130-119-12;受取額に決済額を訂正,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,145,21,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,40000,0,1,000,共通部門,183,短期貸付金,,,00,対象外,90000,0,貸付金返済,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,145,21,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,50000,0,0,,,,,,,,,,,貸付金返済,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,145,21,0,1,050,九州営業所,731,運賃,,,Q5,仕入10%,169580,15416,1,000,共通部門,322,未払金,,,00,対象外,169580,0,運賃,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,146,21,0,1,000,共通部門,148,定期積金,,,00,対象外,500000,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,865000,0,定期積立金,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,146,21,0,1,000,共通部門,148,定期積金,,,00,対象外,240000,0,0,,,,,,,,,,,新規定期積立金,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,146,21,0,1,000,共通部門,248,保険積立金,,,00,対象外,125000,0,0,,,,,,,,,,,保険積立金,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,147,21,0,1,000,共通部門,321,短期借入金,,,00,対象外,653500,0,1,000,共通部門,121,当座預金,1,ABC銀行,00,対象外,686175,0,借入金返済,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,147,21,0,1,020,東京支店,821,支払利息,,,P0,非仕入,32675,0,0,,,,,,,,,,,利息,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,164,21,0,1,050,九州営業所,754,事務用消耗品費,,,Q5,仕入10%,1307,118,1,000,共通部門,111,現金,,,00,対象外,1307,0,事務用品,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,990010,21,0,1,010,札幌営業所,713,賞与,,,00,対象外,110000,0,1,010,札幌営業所,337,賞与引当金,,,00,対象外,110000,0,サンプル定義：賞与半年均等引当 202201 部門010,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,990010,21,0,1,020,東京支店,713,賞与,,,00,対象外,261667,0,1,020,東京支店,337,賞与引当金,,,00,対象外,261667,0,サンプル定義：賞与半年均等引当 202201 部門020,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,990010,21,0,1,030,名古屋支店,713,賞与,,,00,対象外,102667,0,1,030,名古屋支店,337,賞与引当金,,,00,対象外,102667,0,サンプル定義：賞与半年均等引当 202201 部門030,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,990010,21,0,1,040,大阪支店,713,賞与,,,00,対象外,120333,0,1,040,大阪支店,337,賞与引当金,,,00,対象外,120333,0,サンプル定義：賞与半年均等引当 202201 部門040,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220131,990010,21,0,1,050,九州営業所,713,賞与,,,00,対象外,79000,0,1,050,九州営業所,337,賞与引当金,,,00,対象外,79000,0,サンプル定義：賞与半年均等引当 202201 部門050,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220201,67,21,0,1,040,大阪支店,791,雑費,,,Q5,仕入10%,1029,93,1,000,共通部門,111,現金,,,00,対象外,1029,0,ティッシュ他,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220202,18,21,0,1,010,札幌営業所,726,旅費交通費,,,Q5,仕入10%,14500,1318,1,000,共通部門,111,現金,,,00,対象外,14500,0,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220202,94,21,0,1,030,名古屋支店,791,雑費,,,Q5,仕入10%,1012,92,1,000,共通部門,111,現金,,,00,対象外,1012,0,台所用品他,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220202,102,21,0,1,040,大阪支店,733,交際接待費,,,Q5,仕入10%,5250,477,1,000,共通部門,111,現金,,,00,対象外,5250,0,ゴルフ景品代 架空店舗089,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220202,150,21,0,1,050,九州営業所,733,交際接待費,,,Q5,仕入10%,14172,1288,1,000,共通部門,111,現金,,,00,対象外,29639,0,飲食代 架空店舗084 4名,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220202,150,21,0,1,050,九州営業所,733,交際接待費,,,Q5,仕入10%,15467,1406,0,,,,,,,,,,,飲食代 架空店舗034 4名,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220203,41,21,0,1,020,東京支店,733,交際接待費,,,Q5,仕入10%,10000,909,1,000,共通部門,111,現金,,,00,対象外,10000,0,香典代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220203,134,21,0,1,050,九州営業所,754,事務用消耗品費,,,Q5,仕入10%,10500,954,1,000,共通部門,322,未払金,,,00,対象外,10500,0,用紙,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220204,19,21,0,1,010,札幌営業所,726,旅費交通費,,,Q5,仕入10%,8500,772,1,000,共通部門,111,現金,,,00,対象外,8500,0,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220204,147,21,0,1,050,九州営業所,740,車両費,,,Q5,仕入10%,6693,608,1,000,共通部門,322,未払金,,,00,対象外,6693,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220205,20,21,0,1,010,札幌営業所,726,旅費交通費,,,Q5,仕入10%,42000,3818,1,000,共通部門,111,現金,,,00,対象外,42000,0,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220205,76,21,0,1,020,東京支店,724,福利厚生費,,,Q5,仕入10%,15608,1418,1,000,共通部門,322,未払金,,,00,対象外,15608,0,社員食事代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220205,85,21,0,1,000,共通部門,131,普通預金,50,MNO銀行 北九州,00,対象外,1508272,0,1,000,共通部門,152,売掛金,22,株式会社豊原産業,00,対象外,1508272,0,2月5日伝票No432株式会社豊原産業,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220205,85,21,0,1,050,九州営業所,741,支払手数料,,,Q5,仕入10%,472,42,1,000,共通部門,152,売掛金,22,株式会社豊原産業,00,対象外,472,0,2月5日伝票No432株式会社豊原産業,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220205,86,21,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,1442003,0,1,000,共通部門,152,売掛金,26,若松販売株式会社,00,対象外,1442003,0,2月5日伝票No433若松販売株式会社,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220205,86,21,0,1,020,東京支店,741,支払手数料,,,Q5,仕入10%,472,42,1,000,共通部門,152,売掛金,26,若松販売株式会社,00,対象外,472,0,2月5日伝票No433若松販売株式会社,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220205,87,21,0,1,000,共通部門,131,普通預金,30,GHI銀行 名古屋,00,対象外,1918584,0,1,000,共通部門,152,売掛金,27,晴海物産株式会社,00,対象外,1918584,0,2月5日伝票No434晴海物産株式会社,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220205,133,21,0,1,020,東京支店,746,支払報酬,,,Q5,仕入10%,139710,12700,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,139710,0,税理士報酬,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220205,142,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,4991,453,1,000,共通部門,111,現金,,,00,対象外,12556,0,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220205,142,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,3004,273,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220205,142,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,4561,414,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220205,161,21,0,1,050,九州営業所,726,旅費交通費,,,Q5,仕入10%,6980,634,1,000,共通部門,111,現金,,,00,対象外,6980,0,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220206,21,21,0,1,010,札幌営業所,726,旅費交通費,,,Q5,仕入10%,59600,5418,1,000,共通部門,111,現金,,,00,対象外,59600,0,架空鉄道会社A代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220206,106,21,0,1,040,大阪支店,733,交際接待費,,,Q5,仕入10%,18600,1690,1,000,共通部門,111,現金,,,00,対象外,18600,0,ゴルフプレー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220206,110,21,0,1,040,大阪支店,726,旅費交通費,,,Q5,仕入10%,2290,208,1,000,共通部門,111,現金,,,00,対象外,2290,0,タクシー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:14,,,,,,,,,,,,,,,,,,,,,,,,,
20220206,149,21,0,1,030,名古屋支店,733,交際接待費,,,Q5,仕入10%,1260,114,1,000,共通部門,111,現金,,,00,対象外,1260,0,コーヒー代2名,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220207,43,21,0,1,020,東京支店,733,交際接待費,,,Q5,仕入10%,2210,200,1,000,共通部門,111,現金,,,00,対象外,2210,0,コーヒー代他2名,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220207,58,21,0,1,020,東京支店,726,旅費交通費,,,Q5,仕入10%,70000,6363,1,000,共通部門,111,現金,,,00,対象外,70000,0,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220207,143,21,0,1,040,大阪支店,740,車両費,,,Q5,仕入10%,23200,2109,1,000,共通部門,111,現金,,,00,対象外,23200,0,車両管理料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220208,50,21,0,1,020,東京支店,740,車両費,,,Q5,仕入10%,1200,109,1,000,共通部門,111,現金,,,00,対象外,1200,0,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220208,75,21,0,1,050,九州営業所,740,車両費,,,Q5,仕入10%,6630,602,1,000,共通部門,111,現金,,,00,対象外,9678,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220208,75,21,0,1,050,九州営業所,740,車両費,,,Q5,仕入10%,2286,207,0,,,,,,,,,,,高速代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220208,75,21,0,1,050,九州営業所,740,車両費,,,Q5,仕入10%,762,69,0,,,,,,,,,,,駐車代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220208,164,21,0,1,050,九州営業所,754,事務用消耗品費,,,Q5,仕入10%,898,81,1,000,共通部門,111,現金,,,00,対象外,898,0,事務用品,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220209,152,21,0,1,050,九州営業所,733,交際接待費,,,Q5,仕入10%,12000,1090,1,000,共通部門,111,現金,,,00,対象外,12000,0,ゴルフプレー代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,10,21,0,1,010,札幌営業所,740,車両費,,,Q5,仕入10%,3000,272,1,000,共通部門,111,現金,,,00,対象外,3000,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,60,21,0,1,000,共通部門,111,現金,,,00,対象外,500000,0,1,000,共通部門,121,当座預金,1,ABC銀行,00,対象外,500000,0,引き出し,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,62,21,0,1,000,共通部門,326,預り金,3,源泉税,00,対象外,232482,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,681982,0,源泉税支払,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,62,21,0,1,000,共通部門,326,預り金,2,住民税,00,対象外,449500,0,0,,,,,,,,,,,住民税支払,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,65,21,0,1,010,札幌営業所,791,雑費,,,Q5,仕入10%,5000,454,1,000,共通部門,322,未払金,,,00,対象外,39286,0,有線,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,65,21,0,1,010,札幌営業所,791,雑費,,,Q5,仕入10%,34286,3116,0,,,,,,,,,,,警備料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,76,21,0,1,050,九州営業所,740,車両費,,,Q5,仕入10%,6012,546,1,000,共通部門,111,現金,,,00,対象外,6012,0,ガソリン代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,79,21,0,1,030,名古屋支店,726,旅費交通費,,,Q5,仕入10%,22000,2000,1,000,共通部門,111,現金,,,00,対象外,22000,0,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,88,21,0,1,000,共通部門,312,買掛金,3,青凪商事株式会社,00,対象外,4318710,0,1,000,共通部門,152,売掛金,3,青凪商事株式会社,00,対象外,4318710,0,2月10日伝票No435青凪商事株式会社,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,89,21,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,15929155,0,1,000,共通部門,152,売掛金,14,株式会社花咲商事,00,対象外,15929155,0,2月10日伝票No436株式会社花咲商事東京本社,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,89,21,0,1,020,東京支店,741,支払手数料,,,Q5,仕入10%,735,66,1,000,共通部門,152,売掛金,14,株式会社花咲商事,00,対象外,735,0,2月10日伝票No436株式会社花咲商事東京本社,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,90,21,0,1,000,共通部門,131,普通預金,30,GHI銀行 名古屋,00,対象外,663855,0,1,000,共通部門,152,売掛金,19,株式会社南風商会,00,対象外,663855,0,2月10日伝票No437株式会社南風商会,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,90,21,0,1,030,名古屋支店,741,支払手数料,,,Q5,仕入10%,735,66,1,000,共通部門,152,売掛金,19,株式会社南風商会,00,対象外,735,0,2月10日伝票No437株式会社南風商会,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,91,21,0,1,000,共通部門,150,受取手形,,,00,対象外,8918449,0,1,000,共通部門,152,売掛金,28,株式会社青葉百貨店,00,対象外,8918449,0,2月10日伝票No438株式会社青葉百貨店 | 売上伝票=20220131-115;手形番号=R20220210-91-28,210410,JKF89456,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,92,21,0,1,000,共通部門,312,買掛金,3,青凪商事株式会社,00,対象外,457266,0,1,000,共通部門,301,支払手形,,,00,対象外,457266,0,2月10日伝票No333青凪商事株式会社,210510,P2226,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,93,21,0,1,000,共通部門,312,買掛金,8,株式会社白樺商事,00,対象外,560347,0,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,560347,0,2月10日伝票No334株式会社白樺商事,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,137,21,0,1,000,共通部門,301,支払手形,,,00,対象外,2953678,0,1,000,共通部門,121,当座預金,1,ABC銀行,00,対象外,2953678,0,手形期日落日 青凪商事株式会社,,P2195,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,162,21,0,1,020,東京支店,734,会議費,,,Q5,仕入10%,24995,2272,1,000,共通部門,111,現金,,,00,対象外,24995,0,会議　食事代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,168,21,0,1,050,九州営業所,791,雑費,,,Q5,仕入10%,6000,545,1,000,共通部門,322,未払金,,,00,対象外,48858,0,有線,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220210,168,21,0,1,050,九州営業所,791,雑費,,,Q5,仕入10%,42858,3896,0,,,,,,,,,,,警備料,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220211,22,21,0,1,010,札幌営業所,726,旅費交通費,,,Q5,仕入10%,23000,2090,1,000,共通部門,111,現金,,,00,対象外,23000,0,旅費,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220211,33,21,0,1,010,札幌営業所,747,地代家賃,,,Q5,仕入10%,320000,29090,1,000,共通部門,131,普通預金,10,DEF銀行 駅前,00,対象外,320000,0,家賃支払い,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220211,33,21,0,1,010,札幌営業所,727,通信費,,,Q5,仕入10%,171286,15571,1,000,共通部門,131,普通預金,10,DEF銀行 駅前,00,対象外,171286,0,電話代,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220211,63,21,0,1,020,東京支店,747,地代家賃,,,Q5,仕入10%,1260000,114545,1,000,共通部門,131,普通預金,20,ABC銀行 本店,00,対象外,1260000,0,家賃支払,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
20220211,64,21,0,1,040,大阪支店,747,地代家賃,,,Q5,仕入10%,840000,76363,1,000,共通部門,131,普通預金,40,JKL銀行 梅田,00,対象外,840000,0,家賃支払,,,1,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,2021-02-01 13:56:15,,,,,,,,,,,,,,,,,,,,,,,,,
