sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path
9300,2,R,,ccount Payable Open Account.Supplier,,0..1,,"The reference association to the Supplier class, which is a class containing essential information about suppliers.",Accounts Payable,0,ccount Payable Open Account.Supplier,GE22ai,/AP04b/GE22ai,$.Account Payable Open Account.Supplier,AcntPblOpnAcnt.Supl
9301,3,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,Accounts Payable,0,ccount Payable Open Account.Supplier.Account ID,GE22ai_01,/AP04b/GE22ai_01,$.Account Payable Open Account.Supplier.Account ID,AcntPblOpnAcnt.Supl.AcntId
9302,2,C,,ccount Payable Open Account.Activities,,0..1,,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Accounts Payable,0,ccount Payable Open Account.Activities,GE08bz,/AP04b/GE08bz,$.Account Payable Open Account.Activities,AcntPblOpnAcnt.Acts
9303,3,C,,ccount Payable Open Account.Activities.(Approved) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Accounts Payable,0,ccount Payable Open Account.Activities.(Approved) Activity,GE09iw,/AP04b/GE09iw,$.Account Payable Open Account.Activities.(Approved) Activity,AcntPblOpnAcnt.Acts.ApprvdAct
9304,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Accounts Payable,0,ccount Payable Open Account.Activities.(Approved) Activity.Date,GE09iw_01,/AP04b/GE09iw_01,$.Account Payable Open Account.Activities.(Approved) Activity.Date,AcntPblOpnAcnt.Acts.ApprvdAct.Dt
9305,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Accounts Payable,0,ccount Payable Open Account.Activities.(Approved) Activity.Time,GE09iw_02,/AP04b/GE09iw_02,$.Account Payable Open Account.Activities.(Approved) Activity.Time,AcntPblOpnAcnt.Acts.ApprvdAct.Tm
9306,4,R,,ccount Payable Open Account.Activities.(Approved) Activity.User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Accounts Payable,0,ccount Payable Open Account.Activities.(Approved) Activity.User,GE18iz,/AP04b/GE18iz,$.Account Payable Open Account.Activities.(Approved) Activity.User,AcntPblOpnAcnt.Acts.ApprvdAct.Usr
9307,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Accounts Payable,0,ccount Payable Open Account.Activities.(Approved) Activity.User.ID,GE18iz_01,/AP04b/GE18iz_01,$.Account Payable Open Account.Activities.(Approved) Activity.User.ID,AcntPblOpnAcnt.Acts.ApprvdAct.Usr.Id
9308,3,C,,ccount Payable Open Account.Activities.(Created) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Accounts Payable,0,ccount Payable Open Account.Activities.(Created) Activity,GE09ix,/AP04b/GE09ix,$.Account Payable Open Account.Activities.(Created) Activity,AcntPblOpnAcnt.Acts.CrtdAct
9309,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Accounts Payable,0,ccount Payable Open Account.Activities.(Created) Activity.Date,GE09ix_01,/AP04b/GE09ix_01,$.Account Payable Open Account.Activities.(Created) Activity.Date,AcntPblOpnAcnt.Acts.CrtdAct.Dt
9310,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Accounts Payable,0,ccount Payable Open Account.Activities.(Created) Activity.Time,GE09ix_02,/AP04b/GE09ix_02,$.Account Payable Open Account.Activities.(Created) Activity.Time,AcntPblOpnAcnt.Acts.CrtdAct.Tm
9311,4,R,,ccount Payable Open Account.Activities.(Created) Activity.User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Accounts Payable,0,ccount Payable Open Account.Activities.(Created) Activity.User,GE18iA,/AP04b/GE18iA,$.Account Payable Open Account.Activities.(Created) Activity.User,AcntPblOpnAcnt.Acts.CrtdAct.Usr
9312,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Accounts Payable,0,ccount Payable Open Account.Activities.(Created) Activity.User.ID,GE18iA_01,/AP04b/GE18iA_01,$.Account Payable Open Account.Activities.(Created) Activity.User.ID,AcntPblOpnAcnt.Acts.CrtdAct.Usr.Id
9313,3,C,,ccount Payable Open Account.Activities.(Last Modified) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Accounts Payable,0,ccount Payable Open Account.Activities.(Last Modified) Activity,GE09iy,/AP04b/GE09iy,$.Account Payable Open Account.Activities.(Last Modified) Activity,AcntPblOpnAcnt.Acts.LastModfdAct
9314,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Accounts Payable,0,ccount Payable Open Account.Activities.(Last Modified) Activity.Date,GE09iy_01,/AP04b/GE09iy_01,$.Account Payable Open Account.Activities.(Last Modified) Activity.Date,AcntPblOpnAcnt.Acts.LastModfdAct.Dt
9315,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Accounts Payable,0,ccount Payable Open Account.Activities.(Last Modified) Activity.Time,GE09iy_02,/AP04b/GE09iy_02,$.Account Payable Open Account.Activities.(Last Modified) Activity.Time,AcntPblOpnAcnt.Acts.LastModfdAct.Tm
9316,4,R,,ccount Payable Open Account.Activities.(Last Modified) Activity.User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Accounts Payable,0,ccount Payable Open Account.Activities.(Last Modified) Activity.User,GE18iB,/AP04b/GE18iB,$.Account Payable Open Account.Activities.(Last Modified) Activity.User,AcntPblOpnAcnt.Acts.LastModfdAct.Usr
9317,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Accounts Payable,0,ccount Payable Open Account.Activities.(Last Modified) Activity.User.ID,GE18iB_01,/AP04b/GE18iB_01,$.Account Payable Open Account.Activities.(Last Modified) Activity.User.ID,AcntPblOpnAcnt.Acts.LastModfdAct.Usr.Id
9318,3,C,,ccount Payable Open Account.Activities.(Posted) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,Accounts Payable,0,ccount Payable Open Account.Activities.(Posted) Activity,GE09iz,/AP04b/GE09iz,$.Account Payable Open Account.Activities.(Posted) Activity,AcntPblOpnAcnt.Acts.PostdAct
9319,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",Accounts Payable,0,ccount Payable Open Account.Activities.(Posted) Activity.Date,GE09iz_01,/AP04b/GE09iz_01,$.Account Payable Open Account.Activities.(Posted) Activity.Date,AcntPblOpnAcnt.Acts.PostdAct.Dt
9320,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,Accounts Payable,0,ccount Payable Open Account.Activities.(Posted) Activity.Time,GE09iz_02,/AP04b/GE09iz_02,$.Account Payable Open Account.Activities.(Posted) Activity.Time,AcntPblOpnAcnt.Acts.PostdAct.Tm
9321,4,R,,ccount Payable Open Account.Activities.(Posted) Activity.User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",Accounts Payable,0,ccount Payable Open Account.Activities.(Posted) Activity.User,GE18iC,/AP04b/GE18iC,$.Account Payable Open Account.Activities.(Posted) Activity.User,AcntPblOpnAcnt.Acts.PostdAct.Usr
9322,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",Accounts Payable,0,ccount Payable Open Account.Activities.(Posted) Activity.User.ID,GE18iC_01,/AP04b/GE18iC_01,$.Account Payable Open Account.Activities.(Posted) Activity.User.ID,AcntPblOpnAcnt.Acts.PostdAct.Usr.Id
9323,2,C,,ccount Payable Open Account.Amounts,,0..1,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",Accounts Payable,0,ccount Payable Open Account.Amounts,GE06a8,/AP04b/GE06a8,$.Account Payable Open Account.Amounts,AcntPblOpnAcnt.Amnts
9324,3,C,,ccount Payable Open Account.Amounts.(Functional) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,ccount Payable Open Account.Amounts.(Functional) Amount,GE05sN,/AP04b/GE05sN,$.Account Payable Open Account.Amounts.(Functional) Amount,AcntPblOpnAcnt.Amnts.FunctnAmt
9325,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,ccount Payable Open Account.Amounts.(Functional) Amount.Value,GE05sN_01,/AP04b/GE05sN_01,$.Account Payable Open Account.Amounts.(Functional) Amount.Value,AcntPblOpnAcnt.Amnts.FunctnAmt.Vl
9326,4,R,,ccount Payable Open Account.Amounts.(Functional) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,ccount Payable Open Account.Amounts.(Functional) Amount.Currency,BS01tZ,/AP04b/BS01tZ,$.Account Payable Open Account.Amounts.(Functional) Amount.Currency,AcntPblOpnAcnt.Amnts.FunctnAmt.Cur
9327,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,ccount Payable Open Account.Amounts.(Functional) Amount.Currency.Code,BS01tZ_01,/AP04b/BS01tZ_01,$.Account Payable Open Account.Amounts.(Functional) Amount.Currency.Code,AcntPblOpnAcnt.Amnts.FunctnAmt.Cur.Cd
9328,3,C,,ccount Payable Open Account.Amounts.(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,ccount Payable Open Account.Amounts.(Local) Amount,GE05sO,/AP04b/GE05sO,$.Account Payable Open Account.Amounts.(Local) Amount,AcntPblOpnAcnt.Amnts.LoclAmt
9329,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,ccount Payable Open Account.Amounts.(Local) Amount.Value,GE05sO_01,/AP04b/GE05sO_01,$.Account Payable Open Account.Amounts.(Local) Amount.Value,AcntPblOpnAcnt.Amnts.LoclAmt.Vl
9330,4,R,,ccount Payable Open Account.Amounts.(Local) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,ccount Payable Open Account.Amounts.(Local) Amount.Currency,BS01t0,/AP04b/BS01t0,$.Account Payable Open Account.Amounts.(Local) Amount.Currency,AcntPblOpnAcnt.Amnts.LoclAmt.Cur
9331,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,ccount Payable Open Account.Amounts.(Local) Amount.Currency.Code,BS01t0_01,/AP04b/BS01t0_01,$.Account Payable Open Account.Amounts.(Local) Amount.Currency.Code,AcntPblOpnAcnt.Amnts.LoclAmt.Cur.Cd
9332,3,C,,ccount Payable Open Account.Amounts.(Reporting) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,ccount Payable Open Account.Amounts.(Reporting) Amount,GE05sP,/AP04b/GE05sP,$.Account Payable Open Account.Amounts.(Reporting) Amount,AcntPblOpnAcnt.Amnts.ReprtnAmt
9333,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,ccount Payable Open Account.Amounts.(Reporting) Amount.Value,GE05sP_01,/AP04b/GE05sP_01,$.Account Payable Open Account.Amounts.(Reporting) Amount.Value,AcntPblOpnAcnt.Amnts.ReprtnAmt.Vl
9334,4,R,,ccount Payable Open Account.Amounts.(Reporting) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,ccount Payable Open Account.Amounts.(Reporting) Amount.Currency,BS01t1,/AP04b/BS01t1,$.Account Payable Open Account.Amounts.(Reporting) Amount.Currency,AcntPblOpnAcnt.Amnts.ReprtnAmt.Cur
9335,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,ccount Payable Open Account.Amounts.(Reporting) Amount.Currency.Code,BS01t1_01,/AP04b/BS01t1_01,$.Account Payable Open Account.Amounts.(Reporting) Amount.Currency.Code,AcntPblOpnAcnt.Amnts.ReprtnAmt.Cur.Cd
9336,2,C,,ccount Payable Open Account.(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,ccount Payable Open Account.(Transaction) Amount,GE05sQ,/AP04b/GE05sQ,$.Account Payable Open Account.(Transaction) Amount,AcntPblOpnAcnt.TrnsctAmt
9337,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,ccount Payable Open Account.(Transaction) Amount.Value,GE05sQ_01,/AP04b/GE05sQ_01,$.Account Payable Open Account.(Transaction) Amount.Value,AcntPblOpnAcnt.TrnsctAmt.Vl
9338,3,R,,ccount Payable Open Account.(Transaction) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,ccount Payable Open Account.(Transaction) Amount.Currency,BS01t2,/AP04b/BS01t2,$.Account Payable Open Account.(Transaction) Amount.Currency,AcntPblOpnAcnt.TrnsctAmt.Cur
9339,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,ccount Payable Open Account.(Transaction) Amount.Currency.Code,BS01t2_01,/AP04b/BS01t2_01,$.Account Payable Open Account.(Transaction) Amount.Currency.Code,AcntPblOpnAcnt.TrnsctAmt.Cur.Cd
9340,2,C,,ccount Payable Open Account.(Balance) Amounts,,0..1,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",Accounts Payable,0,ccount Payable Open Account.(Balance) Amounts,GE06a9,/AP04b/GE06a9,$.Account Payable Open Account.(Balance) Amounts,AcntPblOpnAcnt.BalncAmnts
9341,3,C,,ccount Payable Open Account.(Balance) Amounts.(Functional) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,ccount Payable Open Account.(Balance) Amounts.(Functional) Amount,GE05sR,/AP04b/GE05sR,$.Account Payable Open Account.(Balance) Amounts.(Functional) Amount,AcntPblOpnAcnt.BalncAmnts.FunctnAmt
9342,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,ccount Payable Open Account.(Balance) Amounts.(Functional) Amount.Value,GE05sR_01,/AP04b/GE05sR_01,$.Account Payable Open Account.(Balance) Amounts.(Functional) Amount.Value,AcntPblOpnAcnt.BalncAmnts.FunctnAmt.Vl
9343,4,R,,ccount Payable Open Account.(Balance) Amounts.(Functional) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,ccount Payable Open Account.(Balance) Amounts.(Functional) Amount.Currency,BS01t3,/AP04b/BS01t3,$.Account Payable Open Account.(Balance) Amounts.(Functional) Amount.Currency,AcntPblOpnAcnt.BalncAmnts.FunctnAmt.Cur
9344,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,ccount Payable Open Account.(Balance) Amounts.(Functional) Amount.Currency.Code,BS01t3_01,/AP04b/BS01t3_01,$.Account Payable Open Account.(Balance) Amounts.(Functional) Amount.Currency.Code,AcntPblOpnAcnt.BalncAmnts.FunctnAmt.Cur.Cd
9345,3,C,,ccount Payable Open Account.(Balance) Amounts.(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,ccount Payable Open Account.(Balance) Amounts.(Local) Amount,GE05sS,/AP04b/GE05sS,$.Account Payable Open Account.(Balance) Amounts.(Local) Amount,AcntPblOpnAcnt.BalncAmnts.LoclAmt
9346,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,ccount Payable Open Account.(Balance) Amounts.(Local) Amount.Value,GE05sS_01,/AP04b/GE05sS_01,$.Account Payable Open Account.(Balance) Amounts.(Local) Amount.Value,AcntPblOpnAcnt.BalncAmnts.LoclAmt.Vl
9347,4,R,,ccount Payable Open Account.(Balance) Amounts.(Local) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,ccount Payable Open Account.(Balance) Amounts.(Local) Amount.Currency,BS01t4,/AP04b/BS01t4,$.Account Payable Open Account.(Balance) Amounts.(Local) Amount.Currency,AcntPblOpnAcnt.BalncAmnts.LoclAmt.Cur
9348,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,ccount Payable Open Account.(Balance) Amounts.(Local) Amount.Currency.Code,BS01t4_01,/AP04b/BS01t4_01,$.Account Payable Open Account.(Balance) Amounts.(Local) Amount.Currency.Code,AcntPblOpnAcnt.BalncAmnts.LoclAmt.Cur.Cd
9349,3,C,,ccount Payable Open Account.(Balance) Amounts.(Reporting) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,ccount Payable Open Account.(Balance) Amounts.(Reporting) Amount,GE05sT,/AP04b/GE05sT,$.Account Payable Open Account.(Balance) Amounts.(Reporting) Amount,AcntPblOpnAcnt.BalncAmnts.ReprtnAmt
9350,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,ccount Payable Open Account.(Balance) Amounts.(Reporting) Amount.Value,GE05sT_01,/AP04b/GE05sT_01,$.Account Payable Open Account.(Balance) Amounts.(Reporting) Amount.Value,AcntPblOpnAcnt.BalncAmnts.ReprtnAmt.Vl
9351,4,R,,ccount Payable Open Account.(Balance) Amounts.(Reporting) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,ccount Payable Open Account.(Balance) Amounts.(Reporting) Amount.Currency,BS01t5,/AP04b/BS01t5,$.Account Payable Open Account.(Balance) Amounts.(Reporting) Amount.Currency,AcntPblOpnAcnt.BalncAmnts.ReprtnAmt.Cur
9352,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,ccount Payable Open Account.(Balance) Amounts.(Reporting) Amount.Currency.Code,BS01t5_01,/AP04b/BS01t5_01,$.Account Payable Open Account.(Balance) Amounts.(Reporting) Amount.Currency.Code,AcntPblOpnAcnt.BalncAmnts.ReprtnAmt.Cur.Cd
9353,2,C,,ccount Payable Open Account.(Balance Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Accounts Payable,0,ccount Payable Open Account.(Balance Transaction) Amount,GE05sU,/AP04b/GE05sU,$.Account Payable Open Account.(Balance Transaction) Amount,AcntPblOpnAcnt.BalncTrnsctAmt
9354,3,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Accounts Payable,0,ccount Payable Open Account.(Balance Transaction) Amount.Value,GE05sU_01,/AP04b/GE05sU_01,$.Account Payable Open Account.(Balance Transaction) Amount.Value,AcntPblOpnAcnt.BalncTrnsctAmt.Vl
9355,3,R,,ccount Payable Open Account.(Balance Transaction) Amount.Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Accounts Payable,30,ccount Payable Open Account.(Balance Transaction) Amount.Currency,BS01t6,/AP04b/BS01t6,$.Account Payable Open Account.(Balance Transaction) Amount.Currency,AcntPblOpnAcnt.BalncTrnsctAmt.Cur
9356,4,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Accounts Payable,30,ccount Payable Open Account.(Balance Transaction) Amount.Currency.Code,BS01t6_01,/AP04b/BS01t6_01,$.Account Payable Open Account.(Balance Transaction) Amount.Currency.Code,AcntPblOpnAcnt.BalncTrnsctAmt.Cur.Cd
9357,2,R,,ccount Payable Open Account.Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Accounts Payable,4,ccount Payable Open Account.Business Segment,BS04iL,/AP04b/BS04iL,$.Account Payable Open Account.Business Segment,AcntPblOpnAcnt.BusSg
9358,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Accounts Payable,4,ccount Payable Open Account.Business Segment.Code,BS04iL_01,/AP04b/BS04iL/BS04iL_01,$.Account Payable Open Account.Business Segment.Code,AcntPblOpnAcnt.BusSg.Cd
9359,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Accounts Payable,4,ccount Payable Open Account.Business Segment.Segment Reference Level,BS04iL_03,/AP04b/BS04iL/BS04iL_03,$.Account Payable Open Account.Business Segment.Segment Reference Level,AcntPblOpnAcnt.BusSg.SgRefLevl
9360,1,C,,ccount Payable Payment Made,,,,"A class documents the details of payment transactions to suppliers, including payment amounts and dates, conducted during a specified period.",Accounts Payable,91,ccount Payable Payment Made,AP05c,/AP05c,$.Account Payable Payment Made,AcntPblPayMad
9361,2,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a business document.,Accounts Payable,0,ccount Payable Payment Made.ID,AP05c_GE01_01,/AP05c/AP05c_GE01_01,$.Account Payable Payment Made.ID,AcntPblPayMad.Id
9362,2,A,,Number,Char,0..1,Char Long,"The number for a business document, facilitating its recognition and retrieval within a system.",Accounts Payable,0,ccount Payable Payment Made.Number,AP05c_GE01_02,/AP05c/AP05c_GE01_02,$.Account Payable Payment Made.Number,AcntPblPayMad.Nr
9363,2,A,,Remark,Text,0..1,Text Medium,Annotations or supplemental information for a business document.,Accounts Payable,0,ccount Payable Payment Made.Remark,AP05c_GE01_05,/AP05c/AP05c_GE01_05,$.Account Payable Payment Made.Remark,AcntPblPayMad.Rmrk
9364,2,A,,Payment Date,Date,0..1,DATE,The date on which a payment to a supplier is recorded as made on the accounts payable.,Accounts Payable,91,ccount Payable Payment Made.Payment Date,AP05c_03,/AP05c/AP05c_03,$.Account Payable Payment Made.Payment Date,AcntPblPayMad.PayDt
9365,2,A,,Reference Number,Char,0..1,Char Long,The number for a payment transaction for accounts payable.,Accounts Payable,91,ccount Payable Payment Made.Reference Number,AP05c_04,/AP05c/AP05c_04,$.Account Payable Payment Made.Reference Number,AcntPblPayMad.RefNr
9366,2,A,,Reference Date,Date,0..1,DATE,The date associated with a payment transaction for accounts payable.,Accounts Payable,91,ccount Payable Payment Made.Reference Date,AP05c_05,/AP05c/AP05c_05,$.Account Payable Payment Made.Reference Date,AcntPblPayMad.RefDt
9367,2,A,,Debit or Credit Code,Code,0..1,DEBIT CREDIT CODE,"A code that classifies a transaction as either increasing assets and expenses, denoted  by 'D' for debit, or increasing liabilities, equity, and revenues, denoted by 'C' for credit.",Accounts Payable,91,ccount Payable Payment Made.Debit or Credit Code,AP05c_06,/AP05c/AP05c_06,$.Account Payable Payment Made.Debit or Credit Code,AcntPblPayMad.DbOrCrCod
9368,2,R,,ccount Payable Payment Made.Accounting Period,,0..1,,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Accounts Payable,22,ccount Payable Payment Made.Accounting Period,BS03by,/AP05c/BS03by,$.Account Payable Payment Made.Accounting Period,AcntPblPayMad.AccntnPer
9369,3,A,REF,Fiscal Year,Identifier,1..1,YEAR,"The year for which financial records are kept, expressed in four digits.",Accounts Payable,22,ccount Payable Payment Made.Accounting Period.Fiscal Year,BS03by_01,/AP05c/BS03by_01,$.Account Payable Payment Made.Accounting Period.Fiscal Year,AcntPblPayMad.AccntnPer.FiscYr
9370,3,A,REF,ID,Identifier,1..1,PERIOD IDENTIFIER,The span of time covered by an accounting record.,Accounts Payable,22,ccount Payable Payment Made.Accounting Period.ID,BS03by_02,/AP05c/BS03by_02,$.Account Payable Payment Made.Accounting Period.ID,AcntPblPayMad.AccntnPer.Id
9371,2,R,,ccount Payable Payment Made.General Ledger Journal Entry Line,,0..1,,"The reference association to the General Ledger Journal Entry Line class, which is a class represents a single entry within the General Ledger, containing detailed information about a specific financial transaction or account activity.",Accounts Payable,52,ccount Payable Payment Made.General Ledger Journal Entry Line,GL04r,/AP05c/GL04r,$.Account Payable Payment Made.General Ledger Journal Entry Line,AcntPblPayMad.GenrLedgrJrnEntryLin
9372,3,A,REF,Journal ID,Identifier,1..1,Identifier Long,"Unique identifier for each journal entry line.
",Accounts Payable,52,ccount Payable Payment Made.General Ledger Journal Entry Line.Journal ID,GL04r_01,/AP05c/GL04r_01,$.Account Payable Payment Made.General Ledger Journal Entry Line.Journal ID,AcntPblPayMad.GenrLedgrJrnEntryLin.JrnId
9373,2,R,,ccount Payable Payment Made.(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",Accounts Payable,0,ccount Payable Payment Made.(Credit) Ledger Account,GE24h6,/AP05c/GE24h6,$.Account Payable Payment Made.(Credit) Ledger Account,AcntPblPayMad.CrdtLedgrAcnt
9374,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Accounts Payable,0,ccount Payable Payment Made.(Credit) Ledger Account.Account Number,GE24h6_01,/AP05c/GE24h6_01,$.Account Payable Payment Made.(Credit) Ledger Account.Account Number,AcntPblPayMad.CrdtLedgrAcnt.AcntNr
9375,2,R,,ccount Payable Payment Made.(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",Accounts Payable,0,ccount Payable Payment Made.(Debit) Ledger Account,GE24h7,/AP05c/GE24h7,$.Account Payable Payment Made.(Debit) Ledger Account,AcntPblPayMad.DebtLedgrAcnt
9376,3,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Accounts Payable,0,ccount Payable Payment Made.(Debit) Ledger Account.Account Number,GE24h7_01,/AP05c/GE24h7_01,$.Account Payable Payment Made.(Debit) Ledger Account.Account Number,AcntPblPayMad.DebtLedgrAcnt.AcntNr
9377,2,R,,ccount Payable Payment Made.Project,,0..1,,"The reference association to the Project class, which is a class designed for specific projects that can vary from construction to research and may receive public or private funding. It methodically logs key information such as organizational hierarchy, strategic approaches, processes, steps taken, records, budgetary outlines, actual expenses, and the progress made toward set goals.",Accounts Payable,36,ccount Payable Payment Made.Project,BS25v,/AP05c/BS25v,$.Account Payable Payment Made.Project,AcntPblPayMad.Proj
9378,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a project.,Accounts Payable,36,ccount Payable Payment Made.Project.ID,BS25v_01,/AP05c/BS25v_01,$.Account Payable Payment Made.Project.ID,AcntPblPayMad.Proj.Id
9379,2,R,,ccount Payable Payment Made.Purchase Contract,,0..1,,"The reference association to the Purchase Contract class, which is a class representing an agreement with a vendor for the provision of goods or services within a specified period.",Accounts Payable,104,ccount Payable Payment Made.Purchase Contract,PR03i,/AP05c/PR03i,$.Account Payable Payment Made.Purchase Contract,AcntPblPayMad.PurContr
9380,3,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a business document.,Accounts Payable,0,ccount Payable Payment Made.Purchase Contract.ID,PR03i_GE25_GE03_01,/AP05c/PR03i_GE25_GE03_01,$.Account Payable Payment Made.Purchase Contract.ID,AcntPblPayMad.PurContr.Id
9381,2,R,,ccount Payable Payment Made.Settlement Method,,0..1,,"The reference association to the Settlement Method class, which is a class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Accounts Payable,28,ccount Payable Payment Made.Settlement Method,BS30a9,/AP05c/BS30a9,$.Account Payable Payment Made.Settlement Method,AcntPblPayMad.SetlMethd
